Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	partition_rate[1]	partition_rate[2]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	stationaryDist[1]	stationaryDist[2]	tree_length
1692	-600.6685	-744.1677	143.4992	0.0600446	0.000148568	0.00155513	0.0626775	0.00724057	0.000505231	0.0140036	0.00353641	0.000640533	0.0157587	0.0091855	0.00836393	0.0266852	0.00609268	0.00518852	0.00454924	0.0100087	0.00510973	0.0106768	0.00651636	0.0236569	0.0118257	0.00144857	0.00293794	0.0102892	0.00307743	0.0168311	0.00224349	0.016568	0.0216371	0.0032733	0.0213617	0.00922339	0.00774433	0.00801536	0.0268791	0.00707096	0.0146503	0.0294759	0.0225468	0.00504772	0.00229908	0.00166864	0.038893	0.0460614	0.00360662	0.0161202	0.0545123	0.00157138	1.98205e-05	0.00449191	0.00443455	0.00280425	0.00456744	0.0220269	0.00561255	0.0109032	0.0062668	0.018843	0.0191603	0.00684049	0.0157965	0.023885	0.012521	0.00142957	0.0397897	0.0110954	0.00981111	0.00914436	0.0109659	0.0103186	0.094415	0.0128074	0.00244585	0.00795912	0.0226909	0.00275145	0.0312679	0.000294631	0.0204007	0.00321375	0.0119032	0.00206234	0.017203	0.00387903	0.0174472	0.0353588	0.449016	1.26843	0.142418	1.857582	0.0911465	0.31093	0.694576	1.43973	3.21616	10.9713	1.731957	13.04317	0.1724588	0.0489819	0.000121196	0.00126861	0.0511297	0.00590656	0.000412146	0.0114236	0.00288486	0.00052252	0.0128553	0.00749315	0.00682294	0.0217687	0.00497015	0.00423258	0.00371108	0.00816467	0.0041683	0.00870967	0.00531578	0.0192983	0.00964691	0.00118169	0.00239665	0.00839352	0.00251044	0.0137301	0.00183015	0.0135155	0.0176507	0.00267022	0.017426	0.00752406	0.00631751	0.0065386	0.0219269	0.0057682	0.0119511	0.0240452	0.0183927	0.00411772	0.00187549	0.00136121	0.0317273	0.037575	0.00294213	0.0131502	0.0444689	0.00128187	1.61687e-05	0.00366431	0.00361752	0.0022876	0.00372593	0.0179686	0.00457849	0.0088944	0.0051122	0.0153713	0.0156302	0.00558019	0.0128861	0.0194844	0.0102141	0.00116619	0.0324588	0.00905113	0.0080035	0.00745959	0.00894553	0.00841745	0.0770198	0.0104477	0.00199522	0.00649272	0.0185103	0.00224452	0.0255071	0.000240348	0.016642	0.00262165	0.00971016	0.00168237	0.0140335	0.00316435	0.0142327	0.0288442	0.928791	0.071209	1.225853
1728	-588.9185	-732.6227	143.7042	0.181895	0.000720027	0.00263886	0.0976529	0.0126066	0.0391887	0.0143248	0.0108051	0.0124074	0.021427	0.0189119	0.00997497	0.0183296	0.0397037	0.00656742	0.0377263	0.00943297	0.00292689	0.0232019	0.0205413	0.0508852	0.0052577	0.00510438	0.0244021	0.0239941	0.00223362	0.00430194	0.00359345	0.0171228	0.0186407	0.0213918	0.0298798	0.00675343	0.0237648	0.00720922	0.0385277	0.0201348	0.00766641	0.0078186	0.0684061	0.002668	0.0113633	0.000461558	0.0525652	0.0486735	0.0260249	0.00926599	0.0330334	0.00815536	0.015476	0.0129605	0.00289674	0.000886335	0.00385591	0.0233105	0.00105406	0.0127365	0.0262748	0.0148771	0.0416434	0.0192396	0.00627779	0.00495694	0.0268767	0.00418012	0.0289865	0.0280427	0.0180682	0.0287572	0.0160972	0.00858661	0.126733	0.0115525	0.0136918	0.0198699	0.0449219	0.0291125	0.0921726	0.00823106	0.0250731	0.00462846	0.00365559	0.0012011	0.082178	0.0118105	0.00694429	0.015811	0.323867	1.3294	0.1862064	1.813794	0.211566	0.468834	0.789521	1.26659	2.13295	4.72665	1.123082	9.740772	0.1186864	0.0907698	0.000359311	0.00131685	0.0487311	0.00629098	0.0195561	0.00714842	0.00539201	0.00619161	0.0106926	0.0094375	0.00497775	0.0091469	0.0198131	0.0032773	0.0188263	0.00470728	0.00146059	0.0115783	0.0102506	0.0253929	0.00262372	0.00254721	0.0121773	0.0119737	0.00111463	0.00214677	0.00179322	0.0085447	0.00930215	0.010675	0.0149107	0.00337012	0.0118592	0.00359757	0.0192262	0.0100478	0.00382572	0.00390167	0.0341363	0.0013314	0.00567054	0.000230328	0.0262313	0.0242892	0.0129871	0.00462395	0.0164844	0.00406972	0.00772287	0.00646761	0.00144554	0.000442302	0.00192419	0.0116325	0.000526003	0.0063558	0.0131117	0.00742402	0.020781	0.00960102	0.00313277	0.00247363	0.0134121	0.00208598	0.014465	0.013994	0.00901647	0.0143506	0.00803291	0.00428493	0.0632427	0.00576499	0.00683253	0.00991557	0.0224171	0.0145279	0.0459963	0.0041075	0.0125121	0.00230971	0.00182423	0.00059938	0.0410088	0.00589371	0.00346537	0.00789009	0.906897	0.0931032	2.003911
1764	-594.0137	-738.7467	144.733	0.0575922	0.00372025	0.00290591	0.0684582	0.00597278	0.00756766	0.00985369	0.00418821	0.0261104	0.0285944	0.0145889	0.00851735	0.0236801	0.0334983	0.00662043	0.017426	0.00302082	0.00174838	0.0109453	0.0172558	0.0143655	0.0109868	0.00247814	0.0352177	0.0216763	0.0138025	0.0128576	0.00122186	0.0190435	0.0154168	0.0116667	0.0118399	0.00921331	0.0242037	0.0095709	0.0438001	0.0147299	0.0131396	0.0121639	0.0266955	0.00503354	0.0130433	0.0103493	0.0162826	0.111492	0.0277264	0.0580709	0.0448517	0.0187837	0.00529313	0.0107227	0.0147149	0.000378046	0.00296719	0.0163625	0.00778933	0.01428	0.0163466	0.0189514	0.0129806	0.0113364	0.00237952	0.000664714	0.0254548	0.00656826	0.0430837	0.0343698	0.0162861	0.047597	0.034335	4.80486e-05	0.0198653	0.0101135	0.0100911	0.00067649	0.013949	0.0963814	0.0637125	0.000318202	0.00370951	0.00121533	0.0089785	0.00857868	0.0583373	0.00173993	0.00386089	0.0344165	0.553558	1.2175	0.3575229	1.642477	0.152222	0.399294	0.750949	1.33165	2.50442	6.56935	1.361115	4.594047	0.2215054	0.0346765	0.00223998	0.00174966	0.041219	0.00359623	0.00455652	0.00593295	0.00252174	0.0157212	0.0172168	0.00878405	0.00512833	0.0142579	0.0201695	0.00398619	0.0104923	0.00181885	0.00105271	0.00659018	0.0103898	0.00864952	0.00661519	0.0014921	0.0212047	0.0130514	0.00831052	0.00774159	0.000735687	0.0114661	0.0092825	0.00702456	0.00712886	0.00554737	0.0145731	0.00576268	0.0263722	0.00886891	0.00791142	0.00732392	0.0160734	0.00303071	0.00785345	0.00623138	0.00980385	0.0671298	0.0166942	0.0349647	0.0270054	0.0113097	0.00318702	0.00645619	0.0088599	0.000227623	0.00178656	0.00985193	0.00468999	0.00859806	0.00984235	0.0114107	0.00781565	0.0068257	0.00143272	0.000400227	0.0153264	0.00395477	0.0259409	0.0206942	0.00980592	0.0286584	0.0206733	2.89303e-05	0.011961	0.00608938	0.00607587	0.000407318	0.00839874	0.0580316	0.0383616	0.000191591	0.00223351	0.000731753	0.00540599	0.00516526	0.0351251	0.00104762	0.00232466	0.0207223	0.821239	0.178761	1.660842
1800	-611.3295	-755.5453	144.2158	0.0393725	0.000546704	0.00216124	0.018453	0.00913681	0.00363233	0.00381098	0.0118481	0.00781578	0.00905793	0.000600137	0.012878	0.00527525	0.00435299	0.00832064	0.00169433	0.00335967	0.00941972	0.0085738	0.0192955	0.0123858	0.00880793	0.000766286	0.0164036	0.00585239	0.00508155	0.00840322	0.00108166	0.0108465	0.00324036	0.00559665	0.0088159	0.0100946	0.0288203	0.00410612	0.0186618	0.0117143	0.0107589	0.0155526	0.0207395	0.0056225	0.0074596	0.03644	0.0429138	0.0678568	0.00781648	0.033195	0.0150407	0.00159535	0.000274607	0.00110742	0.0139067	0.00816539	0.00597998	0.000336665	0.00686689	0.000734476	0.00835291	0.0161094	0.016895	0.00252028	0.00645855	0.000610465	0.00846051	0.00446789	0.0500904	0.024532	0.00371342	0.0127497	0.0112242	0.000830755	0.0255801	0.00916878	0.00626591	0.000867943	0.0235702	0.0708788	0.0413629	0.000370521	0.018674	0.00275332	0.00838677	0.00076436	0.0487503	0.00300581	0.00372015	0.00179784	1.28515	0.861081	0.3628585	1.637142	0.0924179	0.313038	0.696042	1.4367	3.1945	10.8204	1.721941	4.511791	0.7271083	0.0366058	0.000508288	0.00200937	0.0171563	0.00849477	0.00337708	0.00354318	0.0110155	0.00726657	0.00842144	0.000557966	0.0119731	0.00490456	0.00404711	0.00773596	0.00157527	0.00312358	0.0087578	0.00797132	0.0179396	0.0115155	0.008189	0.000712439	0.0152509	0.00544115	0.00472447	0.00781273	0.00100565	0.0100844	0.00301266	0.00520338	0.00819641	0.00938529	0.0267951	0.00381758	0.0173504	0.0108911	0.0100028	0.0144597	0.0192821	0.00522741	0.00693541	0.0338794	0.0398982	0.0630885	0.00726722	0.0308624	0.0139838	0.00148324	0.00025531	0.0010296	0.0129295	0.00759161	0.00555977	0.000313007	0.00638436	0.000682864	0.00776595	0.0149774	0.0157078	0.00234318	0.00600471	0.000567568	0.007866	0.00415394	0.0465706	0.0228081	0.00345248	0.0118537	0.0104355	0.000772378	0.0237826	0.00852449	0.00582561	0.000806953	0.0219139	0.0658981	0.0384563	0.000344485	0.0173618	0.00255985	0.00779744	0.000710649	0.0453246	0.00279459	0.00345873	0.00167151	0.818571	0.181429	1.075581
1836	-603.7104	-748.0243	144.3139	0.0556331	0.0061844	0.000937724	0.125125	0.0418338	0.0195733	0.00346781	0.000393977	0.0189431	0.00316967	0.01327	0.000937395	0.0578617	0.0199412	0.00241716	0.00509936	0.02793	0.00684115	0.0305824	0.034069	0.0176841	0.00688591	0.0117328	0.0155363	0.00427627	0.00798749	0.015472	0.0116397	0.00558549	0.0104763	0.0449011	0.0086303	0.00827845	0.0109063	0.0582314	0.0588922	0.0111766	0.0378113	0.0331047	0.0432769	0.00242859	0.0187387	0.0115211	0.00573468	0.027916	0.017132	0.00800919	0.00449717	0.000853344	0.00110685	0.00516019	0.0614324	0.0287604	0.00149134	0.00376114	0.0361034	0.0294521	0.0387015	0.0140821	0.106332	0.00625941	0.000659372	0.00735282	0.00929676	0.0315905	0.0237435	0.0275565	0.0223625	0.0349365	0.0179109	0.00643744	0.0184397	0.0336261	0.00824455	0.00388767	0.039069	0.0695143	0.010681	0.0392304	0.0102546	0.0562394	0.01777	0.0139372	0.0421426	0.00435488	0.0534154	0.0171082	0.536125	1.22599	0.3771988	1.622801	0.12867	0.367866	0.731987	1.36614	2.71838	7.77181	1.482655	4.302243	0.2130434	0.0285894	0.00317812	0.000481889	0.0643008	0.0214981	0.0100586	0.00178208	0.000202462	0.00973469	0.00162887	0.00681937	0.00048172	0.0297347	0.0102476	0.00124216	0.00262052	0.014353	0.00351562	0.0157161	0.0175078	0.00908773	0.00353862	0.00602938	0.00798398	0.00219754	0.00410471	0.00795095	0.00598156	0.00287034	0.00538368	0.0230743	0.00443504	0.00425423	0.00560465	0.0299247	0.0302643	0.00574356	0.019431	0.0170123	0.0222397	0.00124803	0.00962969	0.00592063	0.00294701	0.0143458	0.00880399	0.00411586	0.00231106	0.000438527	0.000568801	0.00265178	0.0315696	0.0147797	0.000766387	0.00193282	0.0185533	0.0151352	0.0198884	0.0072367	0.0546432	0.00321667	0.000338846	0.00377856	0.00477754	0.0162341	0.0122016	0.0141611	0.0114919	0.0179536	0.00920426	0.00330815	0.00947604	0.0172802	0.00423681	0.00199784	0.0200773	0.0357229	0.00548889	0.0201602	0.00526978	0.028901	0.00913187	0.0071622	0.0216568	0.00223794	0.0274498	0.00879177	0.811401	0.188599	1.945932
1872	-589.5147	-734.3962	144.8815	0.0645864	0.000745142	0.00193357	0.0757753	0.0188765	0.0163304	0.00484139	0.00136785	0.00182829	0.00423446	0.0201707	6.26803e-05	0.0112195	0.00687929	0.00975681	0.0163592	0.00589598	0.00187522	0.00308056	0.0108899	0.0112804	0.00401615	0.00288174	0.00640862	0.00727404	0.00236136	0.00177018	0.0109115	0.000933143	0.00642801	0.0261853	0.00965876	0.00477956	0.00323976	0.0197837	0.0350498	0.0281289	0.0337293	0.0130668	0.0123377	0.00546956	0.00373685	0.00146265	0.0188263	0.0465512	0.0160383	0.00593799	0.0213227	0.00106372	2.84068e-05	0.00100182	0.0415013	0.00149585	0.00775283	0.00599016	0.00324726	0.00151334	0.00465312	0.00351482	0.0175216	0.0107347	0.000265988	0.00574643	0.00987971	0.00581763	0.00630052	0.0301367	0.00482536	0.00850185	0.0272934	0.00324364	0.0047979	0.00758702	0.000655365	0.00471355	0.010103	0.0207158	0.00207958	0.0328822	0.0135144	0.00398185	0.00804245	0.0153247	0.0158691	0.000260677	0.017532	0.0113938	0.60662	1.19165	0.3430077	1.656992	0.0745326	0.281865	0.673632	1.48449	3.5478	13.4169	1.877462	4.830773	0.2480039	0.0640889	0.000739402	0.00191868	0.0751916	0.0187311	0.0162046	0.0048041	0.00135732	0.0018142	0.00420184	0.0200153	6.21975e-05	0.011133	0.0068263	0.00968165	0.0162332	0.00585056	0.00186078	0.00305683	0.010806	0.0111935	0.00398522	0.00285954	0.00635925	0.007218	0.00234317	0.00175655	0.0108275	0.000925954	0.00637849	0.0259835	0.00958436	0.00474274	0.00321481	0.0196313	0.0347798	0.0279122	0.0334695	0.0129662	0.0122426	0.00542742	0.00370806	0.00145139	0.0186813	0.0461926	0.0159148	0.00589225	0.0211585	0.00105552	2.8188e-05	0.000994107	0.0411816	0.00148433	0.0076931	0.00594401	0.00322225	0.00150168	0.00461727	0.00348774	0.0173866	0.010652	0.000263939	0.00570217	0.0098036	0.00577281	0.00625199	0.0299046	0.00478819	0.00843636	0.0270831	0.00321865	0.00476094	0.00752858	0.000650317	0.00467724	0.0100252	0.0205562	0.00206356	0.0326289	0.0134103	0.00395118	0.0079805	0.0152067	0.0157468	0.000258669	0.017397	0.0113061	0.828496	0.171504	1.007763
1908	-606.6377	-750.6538	144.0161	0.104873	0.0126252	0.00326449	0.0190526	0.0998333	0.0263789	0.00977409	0.00582355	0.0371522	0.00566849	0.0459759	0.00534163	0.00780484	0.0119362	0.0213718	0.00443021	0.0113129	0.0115863	0.004649	0.0154455	0.0399226	0.00469993	0.00852504	0.00819371	0.0110931	0.00348724	0.0360613	0.00146553	0.0132355	0.0958783	0.0195621	0.0248912	0.00732462	0.00733847	0.0105188	0.0248029	0.0332267	0.0438277	0.019818	0.0189699	0.00614059	0.0101511	0.00654767	0.0185623	0.0365652	0.0249187	0.0561769	0.0141042	0.0225063	0.0257126	0.0093986	0.0185561	0.00272679	0.00167176	0.0096635	0.00205425	0.00407573	0.0046979	0.0228172	0.0145961	0.00508728	0.0329597	0.000829847	0.00023898	0.0105663	0.0536207	0.01259	0.0134057	0.0206113	0.015248	0.000934065	0.0811209	0.0138552	0.0162065	0.0385171	0.00444162	0.0340041	0.00993867	0.0278214	0.0695299	0.0947119	0.0419331	0.00297656	0.0510064	0.0375326	0.0135029	0.00535584	0.413813	1.28558	0.263427	1.736573	0.14548	0.390569	0.745791	1.34086	2.56037	6.87378	1.39387	6.592237	0.1568175	0.0546976	0.00658476	0.00170262	0.00993703	0.0520688	0.0137581	0.00509775	0.00303732	0.019377	0.00295644	0.0239791	0.00278597	0.00407067	0.00622543	0.0111467	0.00231061	0.00590032	0.00604293	0.00242472	0.0080557	0.0208219	0.00245128	0.0044463	0.0042735	0.00578569	0.0018188	0.0188081	0.000764358	0.00690306	0.0500061	0.0102028	0.0129822	0.00382021	0.00382743	0.00548618	0.0129362	0.0173296	0.0228587	0.0103362	0.0098939	0.00320267	0.00529437	0.00341499	0.00968129	0.0190708	0.0129965	0.0292995	0.00735617	0.0117383	0.0134106	0.00490191	0.00967809	0.00142218	0.000871917	0.00504007	0.00107141	0.00212573	0.00245023	0.0119005	0.00761272	0.00265331	0.0171904	0.000432813	0.000124642	0.00551094	0.0279663	0.00656643	0.00699183	0.01075	0.00795274	0.000487169	0.0423092	0.0072263	0.00845264	0.0200889	0.00231656	0.0177351	0.00518359	0.0145104	0.0362639	0.0493977	0.0218705	0.00155245	0.0266028	0.0195754	0.00704253	0.00279338	0.868287	0.131713	1.917333
1944	-608.4977	-752.7349	144.2371	0.0825889	0.0108785	0.00249217	0.0494758	0.00140059	0.012676	0.00309866	0.00348633	0.0133567	0.0163738	0.0206663	0.00360564	0.0378391	0.0241666	0.0309013	0.0496012	0.00781386	0.0106077	0.00914481	0.040712	0.0386798	0.0216866	0.021526	0.0117519	0.0289313	0.000187039	0.0189069	0.00646582	0.00290254	0.000120368	0.0226958	0.0306755	0.00810424	0.0113826	0.056485	0.0476695	0.0285623	0.0412955	0.0240598	0.0197421	0.0134015	0.00800218	0.000996523	0.0360181	0.0553358	0.000143778	0.025743	0.0441033	0.0770288	0.00547136	0.0125802	0.0459269	0.0121067	0.0146065	0.0263733	0.0292613	0.00195141	0.0186016	0.0279547	0.0540466	0.032223	0.014282	0.00633993	0.00715116	0.00778703	0.0249678	0.0152094	0.086165	0.0018512	0.0151653	0.0278264	0.019711	0.00599332	0.00937916	0.0257969	0.0238376	0.00686045	0.0150365	0.00929428	0.00641575	0.011185	0.0185423	0.0652743	0.0164717	0.012805	0.00919629	0.02155	0.35032	1.31651	0.2461527	1.753847	0.194772	0.450298	0.779648	1.28263	2.22075	5.13422	1.182888	7.125039	0.1296373	0.0434979	0.00572946	0.00131257	0.0260579	0.00073766	0.00667622	0.001632	0.00183618	0.00703468	0.00862376	0.0108845	0.00189902	0.0199291	0.0127281	0.0162751	0.0261239	0.0041154	0.00558684	0.00481638	0.0214422	0.0203719	0.0114219	0.0113373	0.00618949	0.0152375	9.85094e-05	0.00995786	0.00340541	0.00152871	6.33955e-05	0.0119534	0.0161562	0.00426834	0.005995	0.0297495	0.0251066	0.0150432	0.0217495	0.0126718	0.0103978	0.0070583	0.00421459	0.000524848	0.01897	0.0291443	7.57248e-05	0.0135583	0.0232283	0.0405695	0.00288165	0.00662572	0.0241888	0.00637634	0.00769297	0.0138903	0.0154113	0.00102777	0.00979707	0.0147232	0.0284652	0.0169712	0.00752202	0.00333911	0.00376637	0.00410127	0.0131501	0.00801046	0.0453814	0.00097499	0.00798724	0.0146556	0.0103814	0.00315656	0.00493981	0.0135867	0.0125548	0.00361326	0.00791942	0.00489511	0.00337905	0.00589089	0.00976584	0.0343787	0.0086753	0.00674414	0.0048435	0.0113499	0.876924	0.123076	1.898688
1980	-612.4595	-757.491	145.0315	0.0687809	0.00316394	0.0164383	0.0286375	0.023048	0.0173373	0.00616818	0.000266165	0.00690659	0.00474338	0.00569603	0.00185892	0.00448596	0.00849456	0.00719018	0.00825612	0.0113126	0.0135767	0.00487698	0.00521546	0.0116248	0.0105587	0.00921741	0.00527453	0.0164396	0.00010888	0.0306529	0.0015757	0.000428209	0.0285992	0.0229783	0.00452962	0.0273704	0.0184007	0.00854657	0.0181128	0.0196847	0.0473725	0.0336077	0.00611689	0.0086221	0.0121153	0.00625138	0.0239967	0.0752692	5.39711e-05	0.0214467	0.0577887	0.0098041	0.00468026	0.0037041	0.0126671	0.0125436	0.00225426	0.0239328	0.00849613	0.00147904	0.00149748	0.0103908	0.0620334	0.0343889	0.0254923	0.0114532	0.00994722	0.00458062	0.0180278	0.00575372	0.0280596	0.001569	0.019704	0.0124863	0.010267	0.025555	0.00227978	0.00369015	0.00357516	0.0141252	0.0127232	0.00552371	0.0381156	0.00344649	0.0122177	0.0459843	0.0117688	0.00309824	0.0166055	0.0110551	0.377602	1.30322	0.2879026	1.712097	0.142775	0.38701	0.743664	1.34469	2.58392	7.00403	1.407443	5.946795	0.1411582	0.0521789	0.00240024	0.0124705	0.0217251	0.0174848	0.0131525	0.00467934	0.00020192	0.00523951	0.00359845	0.00432115	0.00141022	0.00340316	0.00644419	0.00545465	0.00626329	0.00858204	0.0102996	0.0036998	0.00395658	0.00881888	0.00801009	0.00699255	0.00400139	0.0124715	8.25994e-05	0.0232541	0.00119537	0.00032485	0.021696	0.0174319	0.00343628	0.0207639	0.0139592	0.00648364	0.0137408	0.0149333	0.035938	0.0254957	0.00464043	0.00654094	0.00919096	0.00474246	0.0182045	0.0571011	4.09439e-05	0.01627	0.0438399	0.00743763	0.00355056	0.00281002	0.00960958	0.00951592	0.00171014	0.018156	0.00644538	0.00112204	0.00113603	0.00788275	0.0470601	0.0260883	0.0193391	0.00868868	0.00754621	0.00347497	0.0136764	0.00436492	0.0212867	0.00119028	0.014948	0.00947239	0.00778877	0.0193867	0.0017295	0.00279944	0.00271221	0.0107157	0.0096521	0.00419042	0.0289154	0.0026146	0.00926868	0.0348848	0.00892809	0.0023504	0.0125973	0.00838667	0.856049	0.143951	1.318175
2016	-612.0036	-756.4433	144.4397	0.0556742	0.00257397	0.00656757	0.0658957	0.0150526	0.0614527	0.0115773	0.00653629	0.0268585	0.00833547	0.0307504	0.0079419	0.0349103	0.029687	0.0328639	0.0608946	0.0216091	0.00276723	0.00630268	0.00346273	0.039053	0.00714223	0.0122809	0.0214642	0.0134397	0.000145737	0.00777588	0.0621274	0.000621425	0.0287393	0.0532863	0.00652484	0.0182494	0.0384221	0.0161501	0.0468744	0.0359179	0.0431746	0.027122	0.00558376	0.0149839	0.0125602	0.00351555	0.0843862	0.021489	0.000127153	0.0192711	0.0701881	0.00830568	0.00376397	0.00501406	0.0242625	0.0713187	0.00542952	0.0862747	0.0220454	0.0616754	0.000416031	0.00356343	0.094573	0.0537809	0.0346711	0.00842133	0.0372112	0.00275873	0.0151911	0.0033228	0.0408641	0.00460378	0.0046371	0.0102336	0.0158111	0.0131418	0.00867173	0.049207	0.0129814	0.0906775	0.0109199	0.0211771	0.0411361	0.0211225	0.0543822	0.050333	0.0263258	0.00165461	0.00314683	0.0214979	0.503449	1.24191	0.4195622	1.580438	0.211377	0.468629	0.789414	1.26676	2.13388	4.73087	1.123728	3.766874	0.1974942	0.0247787	0.00114559	0.002923	0.029328	0.0066994	0.0273505	0.00515266	0.00290909	0.0119538	0.00370984	0.013686	0.00353467	0.0155374	0.0132127	0.0146266	0.0271021	0.00961747	0.0012316	0.00280511	0.00154114	0.0173812	0.00317877	0.00546581	0.009553	0.00598154	6.48628e-05	0.00346079	0.0276508	0.000276576	0.0127909	0.0237159	0.00290399	0.00812221	0.0171004	0.00718787	0.0208622	0.0159858	0.0192156	0.0120711	0.00248515	0.00666882	0.00559014	0.00156465	0.0375575	0.00956403	5.65917e-05	0.00857692	0.0312384	0.00369658	0.00167522	0.00223159	0.0107984	0.0317416	0.0024165	0.038398	0.00981167	0.0274497	0.000185162	0.00158596	0.0420913	0.0239361	0.015431	0.00374805	0.0165615	0.00122782	0.00676107	0.00147887	0.0181872	0.00204899	0.00206382	0.00455464	0.007037	0.00584898	0.0038595	0.0219004	0.00577758	0.0403575	0.00486009	0.00942521	0.0183083	0.00940093	0.0242037	0.0224015	0.0117167	0.000736413	0.00140055	0.009568	0.790219	0.209781	2.246855
